Year,Indicators,Country,Subregion,Statistics
2015,Gender employment gap,Germany,Western Europe,8.7
2016,Gender employment gap,Germany,Western Europe,8.2
2017,Gender employment gap,Germany,Western Europe,7.9
2018,Gender employment gap,Germany,Western Europe,8.1
2019,Gender employment gap,Germany,Western Europe,8.0
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,4.19000005722046
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,9.03999996185303
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,58.62
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,76.76
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,31.3899993896484
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,40.2900009155273
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Greece,Southern Europe,72.0026028957215
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Greece,Southern Europe,22.1599998474121
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Greece,Southern Europe,14.4799995422363
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Greece,Southern Europe,24.44
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Greece,Southern Europe,28.24
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Greece,Southern Europe,21.56
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,4.23999977111816
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,8.31999969482422
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,58.75
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,76.76
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,31.8899993896484
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,40.5099983215332
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Greece,Southern Europe,72.12953876349363
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Greece,Southern Europe,24.4899997711182
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Greece,Southern Europe,16.4200000762939
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Greece,Southern Europe,27.47
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Greece,Southern Europe,31.38
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Greece,Southern Europe,24.5
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,3.9300000667572
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,8.02000045776367
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,59.22
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,76.01
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,30.3999996185303
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,39.9000015258789
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Greece,Southern Europe,73.30129267484254
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Greece,Southern Europe,23.0100002288818
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Greece,Southern Europe,16.9799995422363
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Greece,Southern Europe,26.49
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Greece,Southern Europe,30.2
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Greece,Southern Europe,23.63
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,4.38000011444092
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,8.67000007629395
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,60.18
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,75.83
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,29.5799999237061
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,38.810001373291
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Greece,Southern Europe,74.80814147480815
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Greece,Southern Europe,23.1399993896484
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Greece,Southern Europe,16.3899993896484
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Greece,Southern Europe,24.9
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Greece,Southern Europe,28.89
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Greece,Southern Europe,21.75
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,4.96000003814697
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,9.13000011444092
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,60.62
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,75.99
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,29.4500007629395
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,37.3899993896484
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Greece,Southern Europe,75.23809523809524
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Greece,Southern Europe,22.2299995422363
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Greece,Southern Europe,13.3900003433228
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Greece,Southern Europe,23.54
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Greece,Southern Europe,28.14
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Greece,Southern Europe,19.89
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,4.78999996185303
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,9.10000038146973
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,60.41
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,76.24
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,29.2000007629395
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,37.5200004577637
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Greece,Southern Europe,74.62064365516092
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Greece,Southern Europe,20.3999996185303
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Greece,Southern Europe,12.2600002288818
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Greece,Southern Europe,21.49
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Greece,Southern Europe,26.12
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Greece,Southern Europe,17.85
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,4.73999977111816
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,9.61999988555908
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,60.17
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Greece,Southern Europe,76.56
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Greece,Southern Europe,28.3899993896484
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Greece,Southern Europe,37.0299987792969
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Greece,Southern Europe,73.72529480152798
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Greece,Southern Europe,18.3999996185303
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Greece,Southern Europe,9.89000034332275
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Greece,Southern Europe,19.29
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Greece,Southern Europe,24.29
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Greece,Southern Europe,15.41
